t,swll,eta,simulation
32,-4.949279842681829,0.27,Random walk
33,-4.875145255363476,0.27,Random walk
34,-4.911816408010744,0.27,Random walk
35,-5.073776532257833,0.27,Random walk
36,-4.826372374524184,0.27,Random walk
37,-4.80851194100462,0.27,Random walk
38,-5.351533069193238,0.27,Random walk
39,-5.039630554819791,0.27,Random walk
40,-5.0344018922503695,0.27,Random walk
41,-4.988643326102675,0.27,Random walk
42,-5.016893095627529,0.27,Random walk
43,-5.25848215156168,0.27,Random walk
44,-5.226132380792878,0.27,Random walk
45,-5.304840623319333,0.27,Random walk
46,-5.329569971335771,0.27,Random walk
47,-5.387905311307963,0.27,Random walk
48,-5.355662285999304,0.27,Random walk
49,-5.5083855629580105,0.27,Random walk
50,-5.463013528794112,0.27,Random walk
51,-5.565197652558865,0.27,Random walk
52,-5.5429418871926,0.27,Random walk
53,-5.447970988339232,0.27,Random walk
54,-5.367325590283546,0.27,Random walk
55,-5.393242081868214,0.27,Random walk
56,-5.491484888678442,0.27,Random walk
57,-5.480648343215736,0.27,Random walk
58,-5.607218756905794,0.27,Random walk
59,-5.6703862151273645,0.27,Random walk
60,-5.623136913157448,0.27,Random walk
61,-5.616699380258921,0.27,Random walk
62,-5.538241302555763,0.27,Random walk
63,-5.512527370967115,0.27,Random walk
64,-5.893798591218864,0.27,Random walk
65,-5.675880949227654,0.27,Random walk
66,-5.541696694536743,0.27,Random walk
67,-5.379792440128249,0.27,Random walk
68,-5.394556532729377,0.27,Random walk
69,-5.431111798764084,0.27,Random walk
70,-5.210319487715712,0.27,Random walk
71,-5.240058627891675,0.27,Random walk
72,-5.120571826193499,0.27,Random walk
73,-4.976526516622188,0.27,Random walk
74,-4.8365138740754325,0.27,Random walk
75,-4.748217501517523,0.27,Random walk
76,-4.676210085724231,0.27,Random walk
77,-5.151373391044696,0.27,Random walk
78,-4.976510010033315,0.27,Random walk
79,-4.586051199586966,0.27,Random walk
80,-5.105686393190816,0.27,Random walk
81,-4.696445111093954,0.27,Random walk
82,-4.468361228813242,0.27,Random walk
83,-4.588904503594758,0.27,Random walk
84,-4.162326547797944,0.27,Random walk
85,-3.9398143308565197,0.27,Random walk
86,-3.9674584100630845,0.27,Random walk
87,-5.247219348602839,0.27,Random walk
88,-3.8843377523086433,0.27,Random walk
89,-3.7833065929243386,0.27,Random walk
90,-3.6766708950936215,0.27,Random walk
91,-3.623967595948047,0.27,Random walk
92,-3.5012610273856652,0.27,Random walk
93,-3.4232642257043286,0.27,Random walk
94,-3.7416951078735545,0.27,Random walk
95,-3.335157862253635,0.27,Random walk
96,-3.470413450623027,0.27,Random walk
97,-3.2804372145835012,0.27,Random walk
98,-3.222685159324389,0.27,Random walk
99,-3.8161161454609593,0.27,Random walk
100,-3.354931656495955,0.27,Random walk
1,0.0,0.28,Random walk
2,-6.872092724542822,0.28,Random walk
3,-4.317426186117349,0.28,Random walk
4,-4.324926684979451,0.28,Random walk
5,-4.410869814950188,0.28,Random walk
6,-4.415411635243147,0.28,Random walk
7,-4.328177449357125,0.28,Random walk
8,-4.329302884973449,0.28,Random walk
9,-4.417178067756013,0.28,Random walk
10,-4.468606698811782,0.28,Random walk
11,-4.327456804256288,0.28,Random walk
12,-4.305411630031757,0.28,Random walk
13,-4.379701203002722,0.28,Random walk
14,-4.350888721695755,0.28,Random walk
15,-4.379943547863747,0.28,Random walk
16,-4.755066492652981,0.28,Random walk
17,-4.4441036940008996,0.28,Random walk
18,-4.483209569428333,0.28,Random walk
19,-4.769452977293234,0.28,Random walk
20,-4.720056152827228,0.28,Random walk
21,-4.737722620821245,0.28,Random walk
22,-4.735804760911411,0.28,Random walk
23,-4.738745354263149,0.28,Random walk
24,-4.999056122421697,0.28,Random walk
25,-4.759735784108895,0.28,Random walk
26,-4.863640875914789,0.28,Random walk
27,-5.14912083865142,0.28,Random walk
28,-4.793882329570304,0.28,Random walk
29,-4.819842320553655,0.28,Random walk
30,-4.846709585004628,0.28,Random walk
31,-5.554940438027031,0.28,Random walk
32,-4.98010783926606,0.28,Random walk
33,-4.9064260622023,0.28,Random walk
34,-4.9415206467788355,0.28,Random walk
35,-5.091279986426688,0.28,Random walk
36,-4.854759632336197,0.28,Random walk
37,-4.840041360383998,0.28,Random walk
38,-5.350624828466783,0.28,Random walk
39,-5.067526369044357,0.28,Random walk
40,-5.058099905606331,0.28,Random walk
41,-5.019303376511864,0.28,Random walk
42,-5.04901249923028,0.28,Random walk
43,-5.2777412735880835,0.28,Random walk
44,-5.253807175211407,0.28,Random walk
45,-5.334680241421202,0.28,Random walk
46,-5.3582688606644195,0.28,Random walk
47,-5.4136240815593135,0.28,Random walk
48,-5.382366581160019,0.28,Random walk
49,-5.5254896291281055,0.28,Random walk
50,-5.490360756898698,0.28,Random walk
51,-5.583462279528882,0.28,Random walk
52,-5.569840725161247,0.28,Random walk
53,-5.477058570463107,0.28,Random walk
54,-5.400381268046586,0.28,Random walk
55,-5.426221623188483,0.28,Random walk
56,-5.519788824442131,0.28,Random walk
57,-5.514020528897239,0.28,Random walk
58,-5.634446038188748,0.28,Random walk
59,-5.699471654770837,0.28,Random walk
60,-5.6532847041565475,0.28,Random walk
61,-5.6463317009185285,0.28,Random walk
62,-5.571099180972926,0.28,Random walk
63,-5.546246100303883,0.28,Random walk
64,-5.901836330690997,0.28,Random walk
65,-5.689535756982994,0.28,Random walk
66,-5.57001715087099,0.28,Random walk
67,-5.410928715481017,0.28,Random walk
68,-5.4204125897416375,0.28,Random walk
69,-5.457516943631759,0.28,Random walk
70,-5.24233410484129,0.28,Random walk
71,-5.269127485218518,0.28,Random walk
72,-5.149123241230131,0.28,Random walk
73,-5.006056840071793,0.28,Random walk
74,-4.866987521632445,0.28,Random walk
75,-4.7774147440314705,0.28,Random walk
76,-4.70136737170095,0.28,Random walk
77,-5.146702878786349,0.28,Random walk
78,-4.992455455135947,0.28,Random walk
79,-4.608867298287869,0.28,Random walk
80,-5.097109046517537,0.28,Random walk
81,-4.722930543271455,0.28,Random walk
82,-4.495610977425283,0.28,Random walk
83,-4.601118782541572,0.28,Random walk
84,-4.184592097630085,0.28,Random walk
85,-3.9654016347716388,0.28,Random walk
86,-3.984656485083384,0.28,Random walk
87,-5.197065515205113,0.28,Random walk
88,-3.9130589364345143,0.28,Random walk
89,-3.8023462325033877,0.28,Random walk
90,-3.700498877093175,0.28,Random walk
91,-3.6481098604891065,0.28,Random walk
92,-3.5229278068462495,0.28,Random walk
93,-3.446418960059284,0.28,Random walk
94,-3.7465320076674735,0.28,Random walk
95,-3.3603527413607153,0.28,Random walk
96,-3.4847844242657455,0.28,Random walk
97,-3.3042650984094766,0.28,Random walk
98,-3.245116614394638,0.28,Random walk
99,-3.8141686849933842,0.28,Random walk
100,-3.3723520913245735,0.28,Random walk
1,0.0,0.29,Random walk
2,-6.871649143557052,0.29,Random walk
3,-4.343991252073701,0.29,Random walk
4,-4.3523285177925475,0.29,Random walk
5,-4.434917579335897,0.29,Random walk
6,-4.436009327917627,0.29,Random walk
7,-4.356753339160108,0.29,Random walk
8,-4.3555383464975845,0.29,Random walk
9,-4.4401112304434935,0.29,Random walk
10,-4.493305704742865,0.29,Random walk
11,-4.354923159375168,0.29,Random walk
12,-4.333568564833274,0.29,Random walk
13,-4.403884640948976,0.29,Random walk
14,-4.379339034216143,0.29,Random walk
15,-4.407178333711973,0.29,Random walk
16,-4.761981387440795,0.29,Random walk
17,-4.473634303973742,0.29,Random walk
18,-4.510548503382054,0.29,Random walk
19,-4.7835655830445205,0.29,Random walk
