t,swll,k,simulation
33,-3.6038348741416257,28,Random walk
34,-4.3854040288424585,28,Random walk
35,-10.737090363274888,28,Random walk
36,-6.469063664359396,28,Random walk
37,-5.9260421192796,28,Random walk
38,-4.578660003004416,28,Random walk
39,-3.9418276556508545,28,Random walk
40,-4.202071440196505,28,Random walk
41,-4.774633301392328,28,Random walk
42,-4.514900955700796,28,Random walk
43,-10.272044031829637,28,Random walk
44,-15.001895127951684,28,Random walk
45,-8.487065328180051,28,Random walk
46,-5.005071785870314,28,Random walk
47,-3.8491915207989678,28,Random walk
48,-6.137109058994838,28,Random walk
49,-4.417176553730769,28,Random walk
50,-4.659628516802968,28,Random walk
51,-5.704188355622819,28,Random walk
52,-4.100419251808489,28,Random walk
53,-6.399936905188952,28,Random walk
54,-5.356951520159328,28,Random walk
55,-4.664649806001535,28,Random walk
56,-4.00980903628556,28,Random walk
57,-4.121536595343059,28,Random walk
58,-7.232045953784336,28,Random walk
59,-3.980360808710657,28,Random walk
60,-4.816304972422586,28,Random walk
61,-8.659966798099958,28,Random walk
62,-11.051003597708132,28,Random walk
63,-11.4541476348802,28,Random walk
64,-39.66024573539721,28,Random walk
65,-13.432783685823551,28,Random walk
66,-25.368760200900397,28,Random walk
67,-31.380440364627248,28,Random walk
68,-15.61638037798889,28,Random walk
69,-28.594570283184567,28,Random walk
70,-21.24360749752327,28,Random walk
71,-29.56664469988516,28,Random walk
72,-36.317910807307044,28,Random walk
73,-39.94182642415876,28,Random walk
74,-38.66085195012647,28,Random walk
75,-40.75308838328101,28,Random walk
76,-26.456584504868033,28,Random walk
77,-7.368389508866244,28,Random walk
78,-20.663747186759338,28,Random walk
79,-10.122196936752857,28,Random walk
80,-3.3704839600806054,28,Random walk
81,-5.586959310590942,28,Random walk
82,-7.275127583546009,28,Random walk
83,-15.994475708982293,28,Random walk
84,-19.129511827658348,28,Random walk
85,-16.578137127555237,28,Random walk
86,-22.59590983842159,28,Random walk
87,-4.00965146313473,28,Random walk
88,-7.262684150094287,28,Random walk
89,-3.882710867919428,28,Random walk
90,-3.2145225610425427,28,Random walk
91,-4.0720798720549,28,Random walk
92,-3.068908016287594,28,Random walk
93,-3.7292215184567965,28,Random walk
94,-2.7948357739328458,28,Random walk
95,-2.54028901901043,28,Random walk
96,-3.3818266614674997,28,Random walk
97,-2.8937315657387046,28,Random walk
98,-2.8282372841242704,28,Random walk
99,-7.045750958079424,28,Random walk
100,-6.9414369691941715,28,Random walk
1,0.0,29,Random walk
2,0.0,29,Random walk
3,-18.57231343089842,29,Random walk
4,-8.340365321931301,29,Random walk
5,-9.611753417765868,29,Random walk
6,-4.256944788733165,29,Random walk
7,-4.964076093864094,29,Random walk
8,-3.6897389280677544,29,Random walk
9,-3.353967991002264,29,Random walk
10,-4.126847607412117,29,Random walk
11,-4.2993215089118735,29,Random walk
12,-4.131618055769366,29,Random walk
13,-3.3069507753593257,29,Random walk
14,-3.3026770897968163,29,Random walk
15,-3.779549216329542,29,Random walk
16,-4.659838978411983,29,Random walk
17,-3.827591434291435,29,Random walk
18,-4.4873445285756475,29,Random walk
19,-9.403575421211713,29,Random walk
20,-4.521682662993953,29,Random walk
21,-8.140006128818982,29,Random walk
22,-5.33108529755998,29,Random walk
23,-5.8469906797120075,29,Random walk
24,-3.5419587672682837,29,Random walk
25,-3.569570120408571,29,Random walk
26,-4.6547659519014815,29,Random walk
27,-4.784468984947125,29,Random walk
28,-4.241977404748354,29,Random walk
29,-4.960466322727939,29,Random walk
30,-6.438288741740621,29,Random walk
31,-5.4643560879799224,29,Random walk
32,-3.565338918727093,29,Random walk
33,-3.5816306921486785,29,Random walk
34,-4.339531908495928,29,Random walk
35,-10.516044534734874,29,Random walk
36,-6.393460326804188,29,Random walk
37,-5.943048807582613,29,Random walk
38,-4.6440259819662515,29,Random walk
39,-3.893632765629036,29,Random walk
40,-4.265742937054142,29,Random walk
41,-4.815618502376537,29,Random walk
42,-4.553934261368568,29,Random walk
43,-10.497871097785719,29,Random walk
44,-14.898423757340879,29,Random walk
45,-8.490507646819424,29,Random walk
46,-4.980167005574003,29,Random walk
47,-3.889081873663372,29,Random walk
48,-6.2004037566853185,29,Random walk
49,-4.318922229904274,29,Random walk
50,-4.740062357799388,29,Random walk
51,-5.558471148978924,29,Random walk
52,-4.08836281704248,29,Random walk
53,-6.428012304014828,29,Random walk
54,-5.464628905891232,29,Random walk
55,-4.600912563488464,29,Random walk
56,-4.028800713878354,29,Random walk
57,-4.1627691457792935,29,Random walk
58,-7.512569660960253,29,Random walk
59,-3.9668462516392538,29,Random walk
60,-4.796365313174192,29,Random walk
61,-8.598455076743221,29,Random walk
62,-10.858311202672894,29,Random walk
63,-10.955418113951282,29,Random walk
64,-38.97483399611792,29,Random walk
65,-13.113122294848381,29,Random walk
66,-25.6519126945916,29,Random walk
67,-31.257298636166297,29,Random walk
68,-15.852605574666768,29,Random walk
69,-29.07361575421396,29,Random walk
70,-21.66948645414709,29,Random walk
71,-30.663969379683294,29,Random walk
72,-37.94695728426029,29,Random walk
73,-41.37557949620725,29,Random walk
74,-39.826441803953685,29,Random walk
75,-41.54417340545035,29,Random walk
76,-26.795307772558658,29,Random walk
77,-7.7993860573742495,29,Random walk
78,-21.150575571758623,29,Random walk
79,-10.812004766771224,29,Random walk
80,-3.3767942151712305,29,Random walk
81,-5.764517346321782,29,Random walk
82,-7.555884764746679,29,Random walk
83,-16.572837790591734,29,Random walk
84,-20.10585178085222,29,Random walk
85,-17.591439621466236,29,Random walk
86,-24.26094260742542,29,Random walk
87,-4.391411484242326,29,Random walk
88,-7.890239321566611,29,Random walk
89,-4.153440067440528,29,Random walk
90,-3.3877240335488352,29,Random walk
91,-4.381123309975635,29,Random walk
92,-3.11083908585573,29,Random walk
93,-3.9995861800588273,29,Random walk
94,-2.74208312180005,29,Random walk
95,-2.548942732821189,29,Random walk
96,-3.1986053928378624,29,Random walk
97,-2.8291027784179903,29,Random walk
98,-2.742772778773798,29,Random walk
99,-6.8625601753547585,29,Random walk
100,-6.91603267281144,29,Random walk
1,0.0,30,Random walk
2,0.0,30,Random walk
3,-18.57231343089842,30,Random walk
4,-8.340365321931301,30,Random walk
5,-9.611753417765868,30,Random walk
6,-4.256944788733165,30,Random walk
7,-4.964076093864094,30,Random walk
8,-3.6897389280677544,30,Random walk
9,-3.353967991002264,30,Random walk
10,-4.126847607412117,30,Random walk
11,-4.2993215089118735,30,Random walk
12,-4.131618055769366,30,Random walk
13,-3.3069507753593257,30,Random walk
14,-3.3026770897968163,30,Random walk
15,-3.779549216329542,30,Random walk
16,-4.659838978411983,30,Random walk
17,-3.827591434291435,30,Random walk
18,-4.4873445285756475,30,Random walk
19,-9.403575421211713,30,Random walk
20,-4.521682662993953,30,Random walk
21,-8.140006128818982,30,Random walk
22,-5.33108529755998,30,Random walk
23,-5.8469906797120075,30,Random walk
24,-3.5419587672682837,30,Random walk
25,-3.569570120408571,30,Random walk
26,-4.6547659519014815,30,Random walk
27,-4.784468984947125,30,Random walk
28,-4.241977404748354,30,Random walk
29,-4.960466322727939,30,Random walk
30,-7.355336681755148,30,Random walk
31,-5.596692152262335,30,Random walk
32,-3.569817047658489,30,Random walk
33,-3.574633412389744,30,Random walk
34,-4.23096319273975,30,Random walk
35,-10.40353827504839,30,Random walk
36,-6.26652569997475,30,Random walk
37,-5.883137732204432,30,Random walk
38,-4.631505764101917,30,Random walk
39,-3.8575695259792155,30,Random walk
40,-4.328931505206583,30,Random walk
41,-4.905326772689477,30,Random walk
42,-4.591273666863117,30,Random walk
43,-10.617799559596733,30,Random walk
44,-15.209744653339612,30,Random walk
45,-8.439656703765195,30,Random walk
46,-4.985593965459202,30,Random walk
47,-3.8957518574798087,30,Random walk
48,-6.3990924821423505,30,Random walk
49,-4.289927551674509,30,Random walk
50,-4.867567300294013,30,Random walk
51,-5.451605495659351,30,Random walk
52,-4.142214262842117,30,Random walk
53,-6.397414205885752,30,Random walk
54,-5.490743677545879,30,Random walk
55,-4.67666600968937,30,Random walk
56,-4.0543374856486025,30,Random walk
57,-4.1903764243695605,30,Random walk
58,-7.679938052507396,30,Random walk
59,-3.9972075638993374,30,Random walk
60,-4.858193411324464,30,Random walk
61,-8.563593967568977,30,Random walk
62,-10.80169876474929,30,Random walk
63,-10.787434827971083,30,Random walk
64,-38.02722952610384,30,Random walk
65,-12.79665874962916,30,Random walk
66,-25.233251158766734,30,Random walk
67,-31.602260082700695,30,Random walk
68,-15.797811000746151,30,Random walk
69,-29.426193482382587,30,Random walk
70,-22.08864719428084,30,Random walk
71,-31.190442028491134,30,Random walk
72,-39.16881743853753,30,Random walk
73,-43.0609531973987,30,Random walk
74,-41.21738202994766,30,Random walk
75,-42.71880062467346,30,Random walk
76,-27.42725610021489,30,Random walk
77,-7.954276797232296,30,Random walk
78,-21.97791060418126,30,Random walk
79,-11.1353734000013,30,Random walk
80,-3.414171873005671,30,Random walk
81,-6.0279991253138405,30,Random walk
82,-7.788546704746125,30,Random walk
83,-17.048523581094003,30,Random walk
84,-20.744059545980008,30,Random walk
85,-18.48932448763577,30,Random walk
86,-25.42689416033099,30,Random walk
87,-4.890306894740036,30,Random walk
88,-8.609883228916146,30,Random walk
89,-4.49978685588718,30,Random walk
90,-3.5868991078397414,30,Random walk
91,-4.6803009703857015,30,Random walk
92,-3.2889313021084376,30,Random walk
93,-4.0718209475065805,30,Random walk
94,-2.6818921002204945,30,Random walk
95,-2.5690779389271086,30,Random walk
96,-3.1229440748565764,30,Random walk
97,-2.7266653163222827,30,Random walk
98,-2.6919219106935657,30,Random walk
99,-6.538220937920926,30,Random walk
100,-6.748687469314518,30,Random walk
1,0.0,1,Sinusoidal
2,0.0,1,Sinusoidal
3,-6.501660090799337,1,Sinusoidal
4,-6.536088899002866,1,Sinusoidal
5,-6.575968347712841,1,Sinusoidal
6,-6.629449016738203,1,Sinusoidal
7,-6.6692736377272634,1,Sinusoidal
8,-6.7511384845672815,1,Sinusoidal
9,-6.813273376135303,1,Sinusoidal
10,-6.872880861913885,1,Sinusoidal
11,-6.900204099057046,1,Sinusoidal
12,-6.986583026421808,1,Sinusoidal
13,-7.033415619364561,1,Sinusoidal
14,-7.082459716216732,1,Sinusoidal
15,-7.123592123400595,1,Sinusoidal
16,-7.147848268442999,1,Sinusoidal
17,-7.191289743136785,1,Sinusoidal
18,-7.202206137003355,1,Sinusoidal
19,-7.221930453922301,1,Sinusoidal
20,-7.209317650784815,1,Sinusoidal
21,-7.175706873751066,1,Sinusoidal
22,-7.144806431219262,1,Sinusoidal
23,-7.1178110772801375,1,Sinusoidal
24,-7.049396066068574,1,Sinusoidal
25,-6.992026996876604,1,Sinusoidal
26,-6.910097060364697,1,Sinusoidal
27,-6.864471168539641,1,Sinusoidal
28,-6.758008520368511,1,Sinusoidal
29,-6.6804426978671,1,Sinusoidal
30,-6.625027568773863,1,Sinusoidal
31,-6.546484008466404,1,Sinusoidal
32,-6.499698182095784,1,Sinusoidal
33,-6.43618232237951,1,Sinusoidal
34,-6.404995377330858,1,Sinusoidal
35,-6.402822615319685,1,Sinusoidal
36,-6.4004636185066435,1,Sinusoidal
37,-6.377314422145588,1,Sinusoidal
38,-6.399433642294724,1,Sinusoidal
39,-6.457703673426323,1,Sinusoidal
40,-6.4439124475546095,1,Sinusoidal
41,-6.5427432802922905,1,Sinusoidal
42,-6.593259648537735,1,Sinusoidal
43,-6.662578742424639,1,Sinusoidal
44,-6.695458312409185,1,Sinusoidal
45,-6.761530509784686,1,Sinusoidal
46,-6.836631354323803,1,Sinusoidal
47,-6.889464998076507,1,Sinusoidal
48,-6.964568084788096,1,Sinusoidal
49,-7.013460047205093,1,Sinusoidal
50,-7.0516471795429645,1,Sinusoidal
51,-7.050716234802454,1,Sinusoidal
52,-7.113610971907168,1,Sinusoidal
53,-7.147146203589923,1,Sinusoidal
54,-7.114355449173267,1,Sinusoidal
55,-7.121389332008366,1,Sinusoidal
56,-7.1181255941219135,1,Sinusoidal
57,-7.073266414567049,1,Sinusoidal
58,-7.033664857007647,1,Sinusoidal
59,-6.99337665580267,1,Sinusoidal
60,-6.937007886593708,1,Sinusoidal
61,-6.858501143294296,1,Sinusoidal
62,-6.804407956149316,1,Sinusoidal
63,-6.708298441674458,1,Sinusoidal
64,-6.638777961576846,1,Sinusoidal
65,-6.585314951707657,1,Sinusoidal
66,-6.486628762018324,1,Sinusoidal
67,-6.435293605751397,1,Sinusoidal
68,-6.3708703096334975,1,Sinusoidal
69,-6.339729593221675,1,Sinusoidal
70,-6.298258252697007,1,Sinusoidal
71,-6.285376391607468,1,Sinusoidal
72,-6.275626846457007,1,Sinusoidal
73,-6.299826133207212,1,Sinusoidal
74,-6.3203446993857675,1,Sinusoidal
75,-6.335364378638019,1,Sinusoidal
76,-6.406413926786584,1,Sinusoidal
77,-6.471065342567744,1,Sinusoidal
78,-6.487376021520911,1,Sinusoidal
79,-6.578023176406884,1,Sinusoidal
80,-6.6622295846699835,1,Sinusoidal
81,-6.755696020452756,1,Sinusoidal
82,-6.732016341643874,1,Sinusoidal
83,-6.835326216238554,1,Sinusoidal
84,-6.889531592970016,1,Sinusoidal
85,-6.891880296274195,1,Sinusoidal
86,-6.956856446793665,1,Sinusoidal
87,-6.984213494987223,1,Sinusoidal
88,-6.990928636821316,1,Sinusoidal
89,-7.026430893498519,1,Sinusoidal
90,-6.9790320723497175,1,Sinusoidal
91,-6.974890994507728,1,Sinusoidal
92,-6.939808159472911,1,Sinusoidal
93,-6.897681672232917,1,Sinusoidal
94,-6.83497018215186,1,Sinusoidal
95,-6.77247535207843,1,Sinusoidal
96,-6.695122149229437,1,Sinusoidal
97,-6.6138111308296175,1,Sinusoidal
98,-6.551379393371459,1,Sinusoidal
99,-6.435356245203881,1,Sinusoidal
100,-6.388738521575814,1,Sinusoidal
1,0.0,2,Sinusoidal
2,0.0,2,Sinusoidal
3,-3.616794600257265,2,Sinusoidal
4,-4.778435006492913,2,Sinusoidal
5,-3.9250469855330152,2,Sinusoidal
6,-3.9044214176231264,2,Sinusoidal
7,-3.8632187471287693,2,Sinusoidal
8,-4.497695009483181,2,Sinusoidal
9,-3.938111219588791,2,Sinusoidal
10,-3.9691415955266507,2,Sinusoidal
11,-4.9169575891882005,2,Sinusoidal
12,-4.745347435149085,2,Sinusoidal
13,-4.070769361759972,2,Sinusoidal
14,-4.064202495728466,2,Sinusoidal
15,-4.166100673875917,2,Sinusoidal
16,-4.6040972834341005,2,Sinusoidal
17,-4.054563213500501,2,Sinusoidal
18,-4.617482290240275,2,Sinusoidal
19,-4.040109157731422,2,Sinusoidal
20,-5.262496851114804,2,Sinusoidal
21,-6.498749353080996,2,Sinusoidal
22,-4.347234315032182,2,Sinusoidal
23,-3.8056813748186755,2,Sinusoidal
24,-4.9223715533432255,2,Sinusoidal
25,-3.578723066044006,2,Sinusoidal
26,-3.9846196862370107,2,Sinusoidal
27,-5.640370251990987,2,Sinusoidal
28,-5.061467620928738,2,Sinusoidal
29,-3.4076179430594493,2,Sinusoidal
30,-4.7851150335183945,2,Sinusoidal
31,-3.43765361608385,2,Sinusoidal
32,-4.137818926998648,2,Sinusoidal
33,-3.4683175791409155,2,Sinusoidal
34,-3.786109497074875,2,Sinusoidal
35,-4.469333155985595,2,Sinusoidal
36,-3.801469607196026,2,Sinusoidal
37,-3.804376465616542,2,Sinusoidal
38,-3.7759452834964975,2,Sinusoidal
39,-4.748927797872426,2,Sinusoidal
40,-4.511704651215069,2,Sinusoidal
41,-6.0284643102994835,2,Sinusoidal
42,-3.839938522186486,2,Sinusoidal
43,-3.925282425692785,2,Sinusoidal
44,-4.503035475133061,2,Sinusoidal
45,-3.8895806048543875,2,Sinusoidal
46,-4.041497223747172,2,Sinusoidal
47,-4.02083577039906,2,Sinusoidal
48,-4.1238472723249515,2,Sinusoidal
49,-4.178475439099316,2,Sinusoidal
50,-4.46630172646104,2,Sinusoidal
51,-6.952657447677609,2,Sinusoidal
52,-4.814292002498519,2,Sinusoidal
53,-4.03986492906364,2,Sinusoidal
54,-8.289708390133057,2,Sinusoidal
55,-3.9097241278701063,2,Sinusoidal
56,-3.8646520164697336,2,Sinusoidal
57,-5.719763050337235,2,Sinusoidal
58,-4.093205223581293,2,Sinusoidal
59,-3.6458954308579905,2,Sinusoidal
60,-3.6633846501660514,2,Sinusoidal
61,-4.283930593861385,2,Sinusoidal
62,-3.972439439060963,2,Sinusoidal
63,-4.309340399636994,2,Sinusoidal
64,-3.632895642930322,2,Sinusoidal
65,-4.77982509879746,2,Sinusoidal
66,-3.942148386355086,2,Sinusoidal
67,-3.99708415600756,2,Sinusoidal
68,-3.3970457491639365,2,Sinusoidal
69,-4.1234997795378945,2,Sinusoidal
70,-3.4715190680267938,2,Sinusoidal
71,-3.7720146309632696,2,Sinusoidal
72,-3.5745956233342326,2,Sinusoidal
73,-4.053008238089433,2,Sinusoidal
74,-3.672058213554834,2,Sinusoidal
75,-3.649770902305221,2,Sinusoidal
76,-4.399229512311365,2,Sinusoidal
77,-3.944255627758679,2,Sinusoidal
78,-4.466978394731996,2,Sinusoidal
79,-4.333287350332739,2,Sinusoidal
80,-4.103279374934743,2,Sinusoidal
81,-4.164232059106496,2,Sinusoidal
82,-10.002989578116512,2,Sinusoidal
83,-4.897636845294585,2,Sinusoidal
84,-3.9545741606909246,2,Sinusoidal
85,-6.048559356950307,2,Sinusoidal
86,-4.406192918388513,2,Sinusoidal
87,-4.002487204191539,2,Sinusoidal
88,-4.546101748779279,2,Sinusoidal
89,-4.056010105752989,2,Sinusoidal
90,-9.297386833198686,2,Sinusoidal
